id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42006093,Deluxe en-suite room in an old Beijing courtyard,25729513,Joel,,东城区,39.94265,116.39845,Private room,1035,1,10,2021-10-10,0.50,10,235,6,
42006863,Deluxe hutong room with private roof terrace,25729513,Joel,,东城区,39.94449,116.39975,Private room,1380,1,8,2021-11-23,0.45,10,231,5,
42053248,门头沟 近爨底下 白虎头村 朗诗乡居-沿河城院,260093356,朗诗乡居,,门头沟区 / Mentougou,40.00126,115.7075,Entire home/apt,2922,1,1,2021-07-10,0.18,8,171,1,
42056059,【望山小院】大研花开半夏，古城闻香识人⛰🏡⛱,333341570,于窝窝,,延庆县 / Yanqing,40.51173,116.11251,Entire home/apt,2599,1,8,2021-10-04,0.44,1,365,3,
42072849,古北口付士春农家院阳光亲子家庭间（古北水镇家庭房）,310977241,认证手机用户1823,,密云县 / Miyun,40.68322981161013,117.17460696363875,Private room,265,1,0,,,4,364,0,
42075488,门头沟 爨底下 白虎头村 朗诗乡居-马兰院,260093356,朗诗乡居,,门头沟区 / Mentougou,39.99961,115.70706,Entire home/apt,2502,1,0,,,8,178,0,
42083981,古北口付士春农家院阳光亲子观景家庭房（古北水镇家庭房）,310977241,认证手机用户1823,,密云县 / Miyun,40.68336,117.17535,Private room,265,1,0,,,4,365,0,
42101382,门头沟 斋堂近爨底下 白虎头村 朗诗乡居-灵水院,260093356,朗诗乡居,,门头沟区 / Mentougou,40.00082,115.70697,Private room,2789,1,0,,,8,178,0,
42101503,门头沟 清水镇小龙门森林公园 朗诗乡居-翠雀+野豌豆院,260093356,朗诗乡居,,门头沟区 / Mentougou,39.96476,115.44167,Entire home/apt,3552,1,0,,,8,178,0,
42101592,门头沟 小龙门森林公园 朗诗乡居-美蔷薇院,260093356,朗诗乡居,,门头沟区 / Mentougou,39.96658,115.44053,Entire home/apt,3460,1,0,,,8,180,0,
42101810,门头沟 百花山 灵山 小龙门村 朗诗乡居-五角枫院,260093356,朗诗乡居,,门头沟区 / Mentougou,39.96497,115.4404,Entire home/apt,5140,1,0,,,8,180,0,
42101876,门头沟 百花山 灵山 小龙门村 朗诗乡居-舞鹤草院,260093356,朗诗乡居,,门头沟区 / Mentougou,39.96706,115.44002,Entire home/apt,3396,1,0,,,8,180,0,
42123205,清欢-隆台精品民宿/Mutianyu Great Wall黄花城水长城/慕田峪长城/,228306918,林,,怀柔区 / Huairou,40.41091,116.42128,Private room,1105,1,1,2020-06-24,0.05,12,28,0,
42127159,听风/隆台精品民宿@Mutianyu Great Wall/黄花城水长城/慕田峪长城,228306918,林,,怀柔区 / Huairou,40.41103,116.41919,Private room,839,1,0,,,12,5,0,
42145540,喜见/隆台精品民宿@Mutianyu Great Wall/黄花城水长城/慕田峪长城,228306918,林,,怀柔区 / Huairou,40.40929,116.41971,Private room,839,1,3,2021-12-08,0.17,12,28,2,
42208784,夏夜/隆台精品民宿@Mutianyu Great Wall 黄花城水长城/慕田峪长城,228306918,林,,怀柔区 / Huairou,40.40642,116.43223,Private room,873,1,1,2021-10-29,0.53,12,28,1,
42208860,金兰/隆台精品民宿@Mutianyu Great Wall 黄花城水长城/慕田峪长城,228306918,林,,怀柔区 / Huairou,40.40622,116.43076,Private room,1076,1,0,,,12,28,0,
42211701,福山房/福喜山·东店@Mutianyu Great Wall慕田峪长城/雁栖湖圣泉寺红螺寺,228306918,林,,怀柔区 / Huairou,40.37819,116.55506,Private room,463,1,1,2021-11-19,0.83,12,27,1,
42211897,禄山房/福喜山·东店@Mutianyu GreatWall慕田峪长城雁栖湖圣泉寺红螺寺,228306918,林,,怀柔区 / Huairou,40.37807,116.55339,Private room,463,1,1,2020-07-30,0.06,12,28,0,
42211952,喜山房/福喜山·东店@Mutianyu GreatWall慕田峪长城雁栖湖圣泉寺红螺寺,228306918,林,,怀柔区 / Huairou,40.37599,116.55558,Private room,468,1,0,,,12,27,0,
42281969,【古北长城院子】半山别墅私院～语园,114804445,Sun,,密云县 / Miyun,40.65472,117.27651,Entire home/apt,2694,2,0,,,2,360,0,
42282034,【古北长城院子】半山别墅私院～藏园,114804445,Sun,,密云县 / Miyun,40.65273,117.27653,Entire home/apt,2309,2,14,2021-09-17,0.80,2,362,4,
42415663,Sansa  homestay-Greatwall Mutianyu-standard room,333326169,三卅,,怀柔区 / Huairou,40.42725,116.55251,Private room,1780,1,0,,,5,0,0,
42416276,慕田峪-三卅（sà）精品民宿-前卫设计-带客厅-倚舍尊宅,333326169,三卅,,怀柔区 / Huairou,40.43028,116.55094,Private room,2660,1,0,,,5,0,0,
42416552,慕田峪-三卅（sà）精品民宿-前卫设计-仓舍-双庭院,333326169,三卅,,怀柔区 / Huairou,40.43007,116.54995,Private room,2660,1,1,2021-03-27,0.11,5,0,1,
42698812,喇叭沟门白桦林—墨客居,340144424,墨客居 电话 (Phone number hidden by Airbnb),,怀柔区 / Huairou,40.90341,116.62227,Entire home/apt,2753,1,1,2021-08-28,0.25,1,267,1,
42745745,三卅（sà）精品民宿-慕田峪-前卫设计-私密院-临舍里宅,333326169,三卅,,延庆县 / Yanqing,40.53456,116.22565,Private room,3320,1,0,,,5,154,0,
42825202,#Atour# 高级双床丨毗邻新国展、临空经济开发区、顺义奥特莱斯丨步行可至地铁15号线丨商旅优选,297258445,北京临空新国展亚朵酒店,,顺义区 / Shunyi,40.10755,116.55819,Private room,569,1,0,,,7,335,0,
42826153,画廊里百里乡居古朴山景普标,341087865,百里乡居&闲山精品酒店,,延庆县 / Yanqing,40.72472,116.24112,Private room,880,1,0,,,7,237,0,
42826437,#Atour# 高级大床丨毗邻新国展、临空经济开发区、顺义奥特莱斯丨步行可至地铁15号线丨商旅优选,297258445,北京临空新国展亚朵酒店,,顺义区 / Shunyi,40.10648,116.55727,Private room,569,1,0,,,7,335,0,
42827692,#Atour# 行政双床丨毗邻新国展、临空经济开发区、顺义奥特莱斯丨步行可至地铁15号线丨商旅优选,297258445,北京临空新国展亚朵酒店,,顺义区 / Shunyi,40.10799,116.55762,Private room,669,1,0,,,7,335,0,
42827696,#Atour# 行政大床丨毗邻新国展、临空经济开发区、顺义奥特莱斯丨步行可至地铁15号线丨商旅优选,297258445,北京临空新国展亚朵酒店,,顺义区 / Shunyi,40.10597,116.55875,Private room,669,1,0,,,7,335,0,
42827698,#Atour# 几木双床丨毗邻新国展、临空经济开发区、顺义奥特莱斯丨步行可至地铁15号线丨商旅优选,297258445,北京临空新国展亚朵酒店,,顺义区 / Shunyi,40.10598,116.5593,Private room,769,1,0,,,7,335,0,
42827699,#Atour# 几木大床丨毗邻新国展、临空经济开发区、顺义奥特莱斯丨步行可至地铁15号线丨商旅优选,297258445,北京临空新国展亚朵酒店,,顺义区 / Shunyi,40.10671,116.55752,Private room,769,1,0,,,7,335,0,
42827700,#Atour#朵霾几木大床丨毗邻新国展、临空经济开发区、顺义奥特莱斯丨步行可至地铁15号线丨商旅优选,297258445,北京临空新国展亚朵酒店,,顺义区 / Shunyi,40.10641,116.55913,Private room,1099,1,0,,,7,335,0,
42846395,#Atour# 亚朵几木大床房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90418,116.36384,Private room,1243,1,0,,,8,365,0,
42846991,#Atour# 亚朵高级大床房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90258,116.36436,Private room,1143,1,0,,,8,365,0,
42846992,#Atour# 亚朵高级双床房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90243,116.36366,Private room,1143,1,0,,,8,365,0,
42846993,#Atour# 亚朵几木双床房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90279,116.36571,Private room,1243,1,0,,,8,365,0,
42846995,#Atour# 亚朵景观大床房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90282,116.36561,Private room,1243,1,0,,,8,365,0,
42846997,#Atour# 亚朵亲子双床房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90475,116.36383,Private room,1443,1,0,,,8,365,0,
42847000,#Atour# 景观开运大床房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90423,116.36365,Private room,1442,1,0,,,8,365,0,
42847102,#Atour# 智能体验主题房丨步行达1号线地铁丨紧邻金融街、西单商圈丨天安门、故宫、北海丨出行便捷,76327323,明辉,,西城区,39.90255,116.36374,Private room,1343,1,0,,,8,365,0,
42850196,#Atour# 高级大床丨毗邻亦创国际会展中心、京东总部等商企丨地铁亦庄线丨靠近南海子公园丨商旅优选,340871275,北京亦庄荣京西街亚朵酒店,,大兴区 / Daxing,39.78695,116.50203,Private room,511,1,0,,,7,335,0,
42850197,#Atour# 享浴大床丨毗邻亦创国际会展中心、京东总部等商企丨地铁亦庄线丨靠近南海子公园丨商旅优选,340871275,北京亦庄荣京西街亚朵酒店,,大兴区 / Daxing,39.78712,116.50128,Private room,559,1,0,,,7,335,0,
42850199,#Atour# 几木大床丨毗邻亦创国际会展中心、京东总部等商企丨地铁亦庄线丨靠近南海子公园丨商旅优选,340871275,北京亦庄荣京西街亚朵酒店,,大兴区 / Daxing,39.78663,116.50303,Private room,535,1,0,,,7,335,0,
42850202,#Atour# 几木双床丨毗邻亦创国际会展中心、京东总部等商企丨地铁亦庄线丨靠近南海子公园丨商旅优选,340871275,北京亦庄荣京西街亚朵酒店,,大兴区 / Daxing,39.78509,116.50357,Private room,535,1,0,,,7,335,0,
42850204,#Atour# 智能主题丨毗邻亦创国际会展中心、京东总部等商企丨地铁亦庄线丨靠近南海子公园丨商旅优选,340871275,北京亦庄荣京西街亚朵酒店,,大兴区 / Daxing,39.78488,116.50317,Private room,559,1,0,,,7,335,0,
42850205,#Atour# 日式大床丨毗邻亦创国际会展中心、京东总部等商企丨地铁亦庄线丨靠近南海子公园丨商旅优选,340871275,北京亦庄荣京西街亚朵酒店,,大兴区 / Daxing,39.78508,116.50167,Private room,535,1,0,,,7,335,0,
42850789,#Atour# 复式大床丨毗邻亦创国际会展中心、京东总部等商企丨地铁亦庄线丨靠近南海子公园丨商旅优选,340871275,北京亦庄荣京西街亚朵酒店,,大兴区 / Daxing,39.78645,116.50144,Private room,559,1,0,,,7,335,0,
42867295,画廊里百里乡居古朴山景小炕房,341087865,百里乡居&闲山精品酒店,,延庆县 / Yanqing,40.72681,116.23533,Private room,780,1,0,,,7,237,0,
42870114,画廊里百里乡居古朴山景大炕房,341087865,百里乡居&闲山精品酒店,,延庆县 / Yanqing,40.72634,116.23562,Private room,1080,1,0,,,7,237,0,
42871415,#Atour#高级大床丨地铁16号线丨中科产业园、永丰基地丨环境优美，邻故宫北院、香山公园丨差旅优选,297254588,张,,海淀区,40.08366,116.2319,Private room,569,1,0,,,5,335,0,
42871572,#Atour#高级双床丨地铁16号线丨中科产业园、永丰基地丨环境优美，邻故宫北院、香山公园丨差旅优选,297254588,张,,海淀区,40.08175,116.23322,Private room,597,1,0,,,5,335,0,
42871574,#Atour#行政大床丨地铁16号线丨中科产业园、永丰基地丨环境优美，邻故宫北院、香山公园丨差旅优选,297254588,张,,海淀区,40.08349,116.23307,Private room,615,1,0,,,5,335,0,
42871575,#Atour#几木大床丨地铁16号线丨中科产业园、永丰基地丨环境优美，邻故宫北院、香山公园丨差旅优选,297254588,张,,海淀区,40.08306,116.23171,Private room,689,1,0,,,5,335,0,
42871579,#Atour#几木双床丨地铁16号线丨中科产业园、永丰基地丨环境优美，邻故宫北院、香山公园丨差旅优选,297254588,张,,海淀区,40.08471,116.23183,Private room,689,1,0,,,5,335,0,
42872496,#Atour#高级大床丨地铁亦庄线丨坐拥亦庄经济技术开发区丨邻京东总部、小米产业园等园区丨商旅首选,297243562,蕙,,通州区 / Tongzhou,39.78466,116.58324,Private room,619,1,0,,,5,335,0,
42872497,#Atour#高级双床丨地铁亦庄线丨坐拥亦庄经济技术开发区丨邻京东总部、小米产业园等园区丨商旅首选,297243562,蕙,,通州区 / Tongzhou,39.78599,116.58153,Private room,619,1,0,,,5,335,0,
42872499,#Atour#几木大床丨地铁亦庄线丨坐拥亦庄经济技术开发区丨邻京东总部、小米产业园等园区丨商旅首选,297243562,蕙,,通州区 / Tongzhou,39.78661,116.58135,Private room,659,1,0,,,5,335,0,
42872500,#Atour#几木双床丨地铁亦庄线丨坐拥亦庄经济技术开发区丨邻京东总部、小米产业园等园区丨商旅首选,297243562,蕙,,通州区 / Tongzhou,39.78623,116.58156,Private room,659,1,0,,,5,335,0,
42872502,#Atour#复式大床丨地铁亦庄线丨坐拥亦庄经济技术开发区丨邻京东总部、小米产业园等园区丨商旅首选,297243562,蕙,,通州区 / Tongzhou,39.78602,116.58357,Private room,999,1,0,,,5,335,0,
42884034,画廊里百里乡居古朴山景豪标,341087865,百里乡居&闲山精品酒店,,延庆县 / Yanqing,40.72274,116.23989,Private room,1080,1,0,,,7,237,0,
42932889,#Atour# 高级大床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,,朝阳区 / Chaoyang,39.95023,116.44421,Private room,659,1,0,,,5,335,0,
42933036,#Atour# 高级双床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,,朝阳区 / Chaoyang,39.95081,116.4446,Private room,659,1,0,,,5,335,0,
42933038,#Atour# 几木大床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,,朝阳区 / Chaoyang,39.95047,116.44276,Private room,759,1,0,,,5,335,0,
42933040,#Atour# 几木双床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,,朝阳区 / Chaoyang,39.95227,116.44467,Private room,759,1,0,,,5,335,0,
42933041,#Atour# 公寓大床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,,朝阳区 / Chaoyang,39.95092,116.44478,Private room,959,1,0,,,5,335,0,
42945152,【逸隐山舍·追日】榻榻米/浴缸，超大投影，已供暖可做饭烤肉火锅麻将机～超棒KTV、可会议团建,304616645,逸隐山舍,,昌平区,40.22506,116.3502,Private room,607,1,1,2021-02-22,0.10,13,51,1,
43004995,近王附井静雅小院儿【半枝妍】,342358266,Danica-Y,,东城区,39.91899,116.41932,Entire home/apt,571,1,20,2021-12-05,1.48,2,362,15,
43005839,【逸隐山舍·赭罗】私密小院，loft室外私汤泡池，已供暖可做饭烤肉火锅麻将机～超棒KTV会议团,304616645,逸隐山舍,,昌平区,40.22668,116.35094,Entire home/apt,808,1,5,2021-12-06,0.28,13,47,4,
43005896,"【逸隐山舍】一室两居•亲子套房,已供暖可做饭烤肉火锅麻将机～超棒KTV、可会议团建，近凤山温泉军都山",304616645,逸隐山舍,,昌平区,40.2257,116.351395,Private room,591,1,1,2020-12-02,0.08,13,29,0,
43006141,【逸隐山舍】山景露台家庭房，亲子套房，已供暖可做饭烤肉火锅麻将机～超棒KTV、可会议团建，近凤山温泉,304616645,逸隐山舍,,昌平区,40.22487,116.35042,Entire home/apt,1614,1,1,2021-02-24,0.10,13,59,1,
43006286,【逸隐山舍】三房组合中式/欧式/榻榻米露台山景房，已供暖烤肉火锅麻将机KTV/会议团建/军都山滑雪场,304616645,逸隐山舍,,昌平区,40.22656,116.35023,Private room,2103,1,2,2021-08-12,0.25,13,69,2,
43047598,漫心酒店（前门四合院）,342656471,认证手机用户0161,,昌平区,40.22006,116.39175,Private room,800,1,0,,,1,340,0,
43049054,漫心前门四合院,342658852,剑,,东城区,39.89555,116.39919,Private room,1799,1,3,2020-10-02,0.15,1,335,0,
43055417,北京延庆石光长城3号—冬隐院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,1880,1,0,,,10,353,0,
43061661,北京延庆石光长城10号—听雨院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,1880,1,0,,,10,348,0,
43062965,北京淑艳农家院餐厅,342791798,淑艳民宿,,延庆县 / Yanqing,40.5265,116.1569,Entire home/apt,1200,1,0,,,1,364,0,
43063924,北京延庆石光长城11号—树影院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,1880,1,0,,,10,355,0,
43071536,北京延庆石光长城12号—醉秋院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,1880,1,0,,,10,356,0,
43072039,北京延庆石光长城1号—春居院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,2937,1,0,,,10,356,0,
43072383,福知小院,342800040,达哥,,怀柔区 / Huairou,40.64452,116.65407,Entire home/apt,2080,1,0,,,1,340,0,
43072461,北京延庆石光长城13号—幽夏院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,3737,1,0,,,10,355,0,
43081152,北京延庆石光长城—绾云院 特色小炕房（含特色2餐），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,2937,1,0,,,10,356,0,
43081400,北京延庆石光长城6号—逸树院 特色炕房（含特色2餐），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,3737,1,0,,,10,349,0,
43082935,古北山村妙园精品民宿双床房 隐居安静 距水镇5分钟车micasa by gubei,27450974,Grace,,密云县 / Miyun,40.67415,117.20212,Private room,813,1,0,,,4,167,0,
43195004,【骚舍-闲庭博雅】近古北水镇，司马台长城脚下，放空自我，修养身心小院，人间烟火味，最抚世人心,103782181,Alice,,密云县 / Miyun,40.63611,117.30209,Entire home/apt,2231,1,1,2020-08-15,0.06,1,180,0,
43200480,三元桥燕莎附近的设计师酒店精品单人间/房间安静有地暖,416762968,帝,,朝阳区 / Chaoyang,39.959095,116.464127,Private room,338,1,1,2021-11-28,1,8,362,1,
43231028,慕田峪-三卅（sà）精品民宿-前卫设计-紫薇树景,333326169,三卅,,怀柔区 / Huairou,40.42615,116.55087,Private room,1715,1,0,,,5,0,0,
43236165,古北水镇的美式院落-看得见长城的小院，可以带着家人，好好享受一下田园生活,81582553,刘刘,,密云县 / Miyun,40.64614,117.26689,Entire home/apt,2009,1,5,2021-04-03,0.28,1,178,1,
43246483,密云古北水镇水畔栖谷集装箱特色旅居大床房,254241643,路,,密云县 / Miyun,40.5748,117.21771,Entire home/apt,337,1,0,,,2,200,0,
43246524,密云古北水镇水畔栖谷双床标准间,254241643,路,,密云县 / Miyun,40.57694,117.21708,Entire home/apt,318,1,1,2021-05-02,0.13,2,200,1,
43252655,十渡风景拒马河边无敌山景河景精品民宿,116375584,曹氚,,房山区,39.56769,115.69398,Entire home/apt,274,1,5,2021-04-17,0.26,1,365,1,
43275832,GOGO双地铁口蒲黄榆站楼上家庭公寓，,259208693,麻将,,丰台区 / Fengtai,39.86657,116.42307,Entire home/apt,364,1,0,,,11,356,0,
43295676,隐于山花海听松小院/观山露天电影/泡泡机漫天泡泡雨/火锅烧烤桌游麻将爽玩/网红民宿村落,241401110,隐,,延庆县 / Yanqing,40.53983,116.3498,Entire home/apt,2347,1,25,2021-09-19,1.32,2,361,11,
43296177,疫情期间OK 青龙湖独立庭院 可烧烤 临近青龙湖公园 千灵山 石花洞,321234096,小烐同学 Plus,,房山区,39.81152,116.06771,Entire home/apt,480,1,0,,,1,0,0,
43315267,特色仿古民宿,308625851,依依,,延庆县 / Yanqing,40.48936,115.95698,Entire home/apt,1333,1,4,2021-10-05,0.27,1,365,3,
43320675,平谷沉松院民宿,344841576,认证手机用户6628,,平谷区 / Pinggu,40.23447,117.26258,Entire home/apt,4657,1,4,2021-08-21,0.27,1,180,3,
43320717,偶得家壹号院,118632370,鹿,,顺义区 / Shunyi,40.17324,116.5535,Entire home/apt,5213,1,6,2021-10-16,0.31,1,358,2,
43345517,幽闲境.四喜宅,142040332,宇,,延庆县 / Yanqing,40.52161,115.95351,Entire home/apt,3471,1,0,,,4,365,0,
43359905,【独立四卧室小院】古长城乡村山景民宿1号院 度假放空田园生活 原汁原味北方乡村民居,160781579,原乡里,,延庆县 / Yanqing,40.45606,115.97527,Entire home/apt,3699,1,0,,,2,0,0,
43368632,乡里乡居花海小镇2号院延庆亲子八达岭四季花海,148891823,莹,,延庆县 / Yanqing,40.53312,116.34895,Entire home/apt,3474,1,0,,,10,267,0,
43369046,寻迹童年的后花园,345510144,莹,,顺义区 / Shunyi,40.18733,116.55588,Entire home/apt,700,1,6,2021-05-15,0.31,1,176,2,
43375203,9四合院浪漫大床房A2【朕的院子】临近南锣鼓巷的超美的四合院@二环内交通便利,49050041,Jessie,,东城区,39.94304,116.39918,Private room,462,1,8,2021-11-06,0.63,9,365,7,
43375204,9四合院浪漫大床房A1【朕的院子】临近南锣鼓巷的超美的四合院@二环内交通便利,49050041,Jessie,,东城区,39.94341,116.39904,Private room,373,1,5,2021-10-06,0.40,9,360,3,
43375206,9四合院家庭房套房C1【朕的院子】故宫天安门鼓楼后海,49050041,Jessie,,东城区,39.94359,116.39898,Private room,742,1,7,2021-10-10,0.47,9,364,5,
43379519,怀柔 雁栖湖 青龙峡 泳池 烧烤 漂流 轰趴 团建 超大露台 近景区 大槐树民宿,298256017,霞,,怀柔区 / Huairou,40.41373,116.69533,Entire home/apt,2966,1,2,2021-07-24,0.11,1,364,1,
43382815,小巷深处人家·12室13卫可接待30人 世园会 八达岭 玉渡山  龙庆峡  野鸭湖 滑雪冬钓团建接待,311503639,俊男,,延庆县 / Yanqing,40.4449,115.79579,Entire home/apt,2450,1,2,2021-08-28,0.11,3,362,1,
43386115,‭ 睿泽/世园会/大宅/别墅/民宿/龙庆峡/八达岭/野鸭湖/家庭聚会KTV麻将机/院子/妫河森林公园,345675918,睿泽民宿,,延庆县 / Yanqing,40.42228,115.92905,Entire home/apt,2131,1,6,2021-10-03,0.40,1,89,3,
43394644,怀柔水长城山居小舍  ，麻将桌游、露台烧烤、地暖开放。,345749699,心态好,,怀柔区 / Huairou,40.4121,116.33614,Entire home/apt,798,1,2,2021-05-02,0.11,1,0,1,
43426594,古北水镇•古北山居,184923699,翼,,密云县 / Miyun,40.68715,117.15484,Entire home/apt,1056,1,1,2021-06-10,0.15,1,60,1,
43442332,青藤雅居，带地暖的京郊四合院，全景落地玻璃极具特色的民宿位于舞彩浅山旁，距离焦庄户地道纪念馆800米,58248924,Wei,,顺义区 / Shunyi,40.22541,116.87062,Entire home/apt,2053,1,19,2021-08-21,1.02,1,179,12,
43443410,山脚下的别墅,243838842,晓琳,,延庆县 / Yanqing,40.51666,115.944,Entire home/apt,1709,1,10,2021-07-30,0.52,9,362,5,
43453995,富春山居-高端会议家庭-延庆长城玉渡山,346416991,大隐于世富春山居,,延庆县 / Yanqing,40.40746,116.09412,Entire home/apt,4228,1,0,,,5,238,0,
43454060,富春山居·高端会议团建·延庆水关长城爬山,346416991,大隐于世富春山居,,延庆县 / Yanqing,40.40868,116.09433,Entire home/apt,4885,1,0,,,5,238,0,
43454085,富春山居-高端会议家庭-延庆长城玉渡山,346416991,大隐于世富春山居,,延庆县 / Yanqing,40.4069,116.09215,Entire home/apt,4885,1,0,,,5,238,0,
43454125,富春山居·高端家庭团建·延庆野生动物长城,346416991,大隐于世富春山居,,延庆县 / Yanqing,40.407,116.09302,Entire home/apt,4570,1,0,,,5,238,0,
43454141,富春山居-高端会议家庭-延庆长城野鸭湖,346416991,大隐于世富春山居,,延庆县 / Yanqing,40.40693,116.09238,Entire home/apt,4885,1,0,,,5,238,0,
43455810,小巷深处人家 8室9卫大客厅大院子吃住一体精品民宿,311503639,俊男,,延庆县 / Yanqing,40.44652,115.79592,Entire home/apt,2086,1,1,2021-10-23,0.48,3,363,1,
43469013,"山水怀柔  魅力古镇
青山绿水环绕的原生态度假民宿",346196464,认证手机用户4080,,怀柔区 / Huairou,40.37993,116.43118,Entire home/apt,2823,1,3,2020-08-25,0.17,1,364,0,
43470283,崎峰山下小寨,345085700,池浩轩,,怀柔区 / Huairou,40.58452,116.60507,Entire home/apt,2000,1,3,2021-10-02,0.20,1,267,2,
43479789,古北水镇/雾灵西峰/雾灵山/遥桥峪水库—如意小院点我头像可看其他房源,346714498,尐様ﾙ,,密云县 / Miyun,40.63984,117.33226,Entire home/apt,1588,1,4,2021-05-02,0.27,2,365,2,
43489832,9四合院乐享家庭房【朕的院子】故宫天安门后海南锣,49050041,Jessie,,东城区,39.94509,116.39923,Private room,685,1,1,2021-06-06,0.15,9,365,1,
43491463,一隅Colour yard民宿,222912576,Zb,,怀柔区 / Huairou,40.42004,116.54493,Entire home/apt,2621,1,8,2021-10-04,0.58,1,357,5,
43500779,门头沟清水百花山/龙门涧/双龙峡/爨底下/蓝茶小院,346443299,蓝茶,,门头沟区 / Mentougou,39.90158,115.60135,Entire home/apt,1371,1,0,,,1,10,0,
43509644,伴山鲤——怀柔响水湖旺泉峪长城别墅山景民宿（整院独享 非拼住 ）,346933485,辰,,怀柔区 / Huairou,40.45062,116.45519,Entire home/apt,1944,1,12,2021-08-07,0.66,1,89,4,
43512139,农村老家，烧烤，水长城附近,347098234,飞行员舒克,,怀柔区 / Huairou,40.3783,116.43784,Entire home/apt,2880,1,0,,,1,365,0,
43522364,怀柔地暖/烧烤KTV/巨幕投影/棋牌/桌上足球/麻将机/近红螺寺/雁栖湖/怀北滑雪场…东宫1号民宿,347250566,娜,,怀柔区 / Huairou,40.365395,116.636665,Entire home/apt,2173,1,44,2021-10-26,2.31,6,69,25,
43522677,怀柔地暖轰趴…近红螺寺怀北国际滑雪场雁栖湖慕田峪水长城国际会都篱苑书屋～东宫1号民宿,347250566,娜,,怀柔区 / Huairou,40.36428,116.63725,Private room,294,1,1,2020-07-09,0.06,6,49,0,
43524426,怀柔地暖轰趴…雁栖湖怀北国际滑雪场红螺寺附近ins风格民宿…东宫1号,347250566,娜,,怀柔区 / Huairou,40.369186,116.631294,Private room,246,1,1,2021-10-31,0.55,6,49,1,
43537855,八达岭岔道古城暖阳辰宿温馨私密一号院海洋球池投影新店体验,187831817,小鑫,,延庆县 / Yanqing,40.36551,115.99562,Entire home/apt,4080,1,5,2021-10-06,0.26,2,287,3,
43538000,二环内乐享家庭房【荣少爷】临近故宫天安门，步行南锣鼓巷后海恭王府,288013079,荣小姐,,东城区,39.93502,116.39532,Private room,171,1,4,2021-06-21,0.24,8,363,2,
43538275,八达岭岔道古城暖阳辰宿尊享私密独院大平米2号院,187831817,小鑫,,延庆县 / Yanqing,40.36374,115.99383,Entire home/apt,4580,1,10,2021-08-15,0.57,2,267,6,
43548307,坡峰岭•半日闲倚山民宿（3室2厅3卫1厨大院子）,179111940,潘多拉,,房山区,39.70109,115.84959,Entire home/apt,2498,1,2,2021-05-01,0.14,1,284,1,
